iter,E0.1_Steps,E0.1_Time,E0.1_Rewards,E0.1_Convergence,E0.3_Steps,E0.3_Time,E0.3_Rewards,E0.3_Convergence,E0.5_Steps,E0.5_Time,E0.5_Rewards,E0.5_Convergence
699,14,0.00068,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
700,14,0.000696,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,34,0.001628,-132,7.105427357601E-14
701,14,0.000682,86,7.105427357601E-14,26,0.001213,-25,7.105427357601E-14,15,0.000735,85,7.105427357601E-14
702,14,0.000681,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,61,0.002813,-159,7.105427357601E-14
703,14,0.000686,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
704,14,0.000682,86,7.105427357601E-14,33,0.001524,-32,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
705,14,0.000694,86,7.105427357601E-14,28,0.001316,-27,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
706,14,0.000682,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,15,0.000742,-14,7.105427357601E-14
707,14,0.000676,86,7.105427357601E-14,16,0.000767,84,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
708,14,0.000679,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
709,14,0.000679,86,7.105427357601E-14,18,0.000857,-17,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
710,14,0.000683,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
711,14,0.00068,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14
712,15,0.000729,85,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
713,14,0.000679,86,7.105427357601E-14,16,0.000786,84,7.105427357601E-14,15,0.000732,85,7.105427357601E-14
714,14,0.000703,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
715,14,0.000683,86,7.105427357601E-14,70,0.00318,-69,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
716,14,0.000682,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
717,14,0.000682,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,18,0.000865,-17,7.105427357601E-14
718,14,0.00068,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
719,14,0.000695,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,39,0.00184,-137,7.105427357601E-14
720,14,0.000681,86,7.105427357601E-14,18,0.000859,82,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
721,14,0.000678,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
722,14,0.000683,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,17,0.000851,83,7.105427357601E-14
723,14,0.00068,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000701,86,7.105427357601E-14
724,14,0.000681,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
725,14,0.000688,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
726,15,0.000752,85,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
727,14,0.000698,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
728,14,0.00068,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
729,14,0.000679,86,7.105427357601E-14,40,0.001842,-39,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
730,14,0.000683,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
731,15,0.000728,85,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000719,86,7.105427357601E-14
732,14,0.000696,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
733,14,0.000679,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
734,14,0.00068,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
735,14,0.000686,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
736,14,0.000683,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
737,18,0.000862,82,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
738,14,0.000682,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
739,14,0.000676,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
740,14,0.000684,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,15,0.000738,85,7.105427357601E-14
741,14,0.000682,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,15,0.000749,85,7.105427357601E-14
742,14,0.000679,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
743,14,0.000681,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,24,0.001155,-122,7.105427357601E-14
744,14,0.000681,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
745,14,0.000696,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
746,14,0.000687,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,18,0.000876,82,7.105427357601E-14
747,14,0.000687,86,7.105427357601E-14,16,0.000767,84,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
748,14,0.000681,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,15,0.000738,85,7.105427357601E-14
749,14,0.000679,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,15,0.000758,85,7.105427357601E-14
750,14,0.000677,86,7.105427357601E-14,16,0.000768,84,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
751,14,0.000685,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,25,0.001193,-24,7.105427357601E-14
752,14,0.000677,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
753,14,0.000682,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
754,15,0.000748,85,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
755,14,0.000683,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
756,14,0.000682,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
757,14,0.000681,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
758,14,0.000679,86,7.105427357601E-14,15,0.000723,85,7.105427357601E-14,40,0.001887,-39,7.105427357601E-14
759,14,0.0007,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
760,14,0.000682,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
761,14,0.000679,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
762,14,0.000681,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
763,14,0.000685,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
764,15,0.000728,85,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
765,14,0.000682,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,17,0.000847,83,7.105427357601E-14
766,16,0.000777,84,7.105427357601E-14,16,0.000761,84,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
767,14,0.00068,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
768,14,0.000696,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
769,16,0.000773,84,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
770,14,0.00068,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000701,86,7.105427357601E-14
771,14,0.000679,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
772,14,0.000682,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,71,0.003318,-70,7.105427357601E-14
773,14,0.000691,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
774,14,0.000679,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
775,14,0.000681,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
776,14,0.000679,86,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
777,14,0.000687,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
778,14,0.000676,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
779,14,0.00068,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14,17,0.000831,83,7.105427357601E-14
780,14,0.000678,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
781,16,0.00078,84,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000703,86,7.105427357601E-14
782,14,0.000685,86,7.105427357601E-14,14,0.000674,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
783,14,0.000679,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
784,14,0.000681,86,7.105427357601E-14,19,0.000897,81,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
785,14,0.000684,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
786,14,0.000695,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,15,0.000739,85,7.105427357601E-14
787,14,0.000684,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
788,14,0.000681,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
789,14,0.000682,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
790,14,0.000685,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
791,14,0.000686,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
792,14,0.000688,86,7.105427357601E-14,14,0.000674,86,7.105427357601E-14,18,0.000872,82,7.105427357601E-14
793,14,0.000686,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
794,14,0.000684,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000708,86,7.105427357601E-14
795,14,0.000687,86,7.105427357601E-14,14,0.000672,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
796,14,0.000689,86,7.105427357601E-14,16,0.000777,84,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
797,14,0.000681,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
798,14,0.000685,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,16,0.000785,84,7.105427357601E-14
799,14,0.000686,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000716,86,7.105427357601E-14
800,14,0.000696,86,7.105427357601E-14,15,0.000722,85,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
801,14,0.000689,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,18,0.000878,82,7.105427357601E-14
802,14,0.000682,86,7.105427357601E-14,19,0.000906,81,7.105427357601E-14,16,0.00079,84,7.105427357601E-14
803,14,0.000683,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
804,14,0.000683,86,7.105427357601E-14,28,0.001296,-27,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
805,14,0.000684,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
806,14,0.000683,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
807,26,0.001218,-25,7.105427357601E-14,16,0.000763,84,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
808,14,0.000689,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000708,86,7.105427357601E-14
809,14,0.00069,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
810,14,0.000684,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,16,0.000786,84,7.105427357601E-14
811,14,0.000683,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
812,14,0.000683,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000701,86,7.105427357601E-14
813,14,0.000689,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000789,84,7.105427357601E-14
814,14,0.000688,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,15,0.000736,85,7.105427357601E-14
815,14,0.00069,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
816,15,0.000729,85,7.105427357601E-14,17,0.000807,-16,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
817,14,0.000677,86,7.105427357601E-14,17,0.000814,-16,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
818,14,0.000683,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
819,14,0.000693,86,7.105427357601E-14,31,0.001437,-30,7.105427357601E-14,14,0.000703,86,7.105427357601E-14
820,14,0.000682,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
821,14,0.000704,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
822,14,0.000682,86,7.105427357601E-14,16,0.000767,84,7.105427357601E-14,29,0.001379,-28,7.105427357601E-14
823,14,0.000681,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,18,0.000875,-17,7.105427357601E-14
824,14,0.000685,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,25,0.001207,-24,7.105427357601E-14
825,14,0.000687,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
826,14,0.000695,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000786,84,7.105427357601E-14
827,15,0.000728,85,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
828,14,0.000687,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
829,14,0.000683,86,7.105427357601E-14,15,0.000725,85,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
830,14,0.000681,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
831,14,0.000682,86,7.105427357601E-14,26,0.001212,-25,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
832,14,0.000678,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
833,14,0.000683,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
834,14,0.000679,86,7.105427357601E-14,16,0.000766,84,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
835,14,0.00069,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
836,14,0.000682,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
837,14,0.000683,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,16,0.000789,84,7.105427357601E-14
838,14,0.000684,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
839,14,0.000686,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
840,14,0.000695,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
841,14,0.000683,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
842,14,0.000689,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000716,86,7.105427357601E-14
843,14,0.000683,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,16,0.00079,84,7.105427357601E-14
844,14,0.000681,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
845,14,0.000684,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,130,0.006004,-228,7.105427357601E-14
846,14,0.000678,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
847,14,0.000686,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
848,14,0.000695,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
849,14,0.000683,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000787,84,7.105427357601E-14
850,14,0.000685,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,27,0.001289,-26,7.105427357601E-14
851,14,0.000686,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
852,14,0.000683,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
853,14,0.000696,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000711,86,7.105427357601E-14
854,14,0.000686,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000702,86,7.105427357601E-14
855,14,0.000682,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
856,14,0.000684,86,7.105427357601E-14,15,0.000728,85,7.105427357601E-14,15,0.000742,85,7.105427357601E-14
857,14,0.000688,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
858,14,0.000683,86,7.105427357601E-14,16,0.000787,84,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
859,14,0.000682,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,15,0.000736,85,7.105427357601E-14
860,15,0.000725,85,7.105427357601E-14,15,0.000724,85,7.105427357601E-14,16,0.000777,84,7.105427357601E-14
861,14,0.000682,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
862,14,0.000689,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,15,0.000751,85,7.105427357601E-14
863,14,0.000679,86,7.105427357601E-14,16,0.000774,84,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
864,14,0.00068,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
865,14,0.000683,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
866,14,0.000682,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
867,14,0.000695,86,7.105427357601E-14,17,0.000819,-16,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
868,14,0.000687,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
869,14,0.000681,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
870,14,0.000686,86,7.105427357601E-14,16,0.000773,84,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
871,14,0.000683,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
872,14,0.000679,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,15,0.000742,85,7.105427357601E-14
873,14,0.00068,86,7.105427357601E-14,14,0.000747,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
874,14,0.000685,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
875,14,0.000701,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
876,15,0.00073,85,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,18,0.000876,82,7.105427357601E-14
877,14,0.00068,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14,18,0.000877,-17,7.105427357601E-14
878,14,0.000679,86,7.105427357601E-14,28,0.001307,-27,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
879,14,0.000681,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
880,14,0.000697,86,7.105427357601E-14,15,0.000734,85,7.105427357601E-14,14,0.000711,86,7.105427357601E-14
881,14,0.000679,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
882,14,0.000684,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
883,14,0.000683,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
884,14,0.000684,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
885,14,0.000684,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
886,14,0.000684,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
887,14,0.000681,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
888,14,0.000684,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
889,14,0.000705,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000705,86,7.105427357601E-14
890,14,0.000693,86,7.105427357601E-14,166,0.007476,-363,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
891,14,0.000686,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
892,14,0.000685,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
893,14,0.000683,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
894,14,0.000701,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000699,86,7.105427357601E-14
895,14,0.000685,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
896,14,0.000686,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
897,14,0.000685,86,7.105427357601E-14,17,0.000819,83,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
898,14,0.000684,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
899,14,0.00069,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000714,86,7.105427357601E-14
900,14,0.000685,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
901,14,0.000686,86,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
902,14,0.000688,86,7.105427357601E-14,16,0.00077,84,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
903,14,0.0007,86,7.105427357601E-14,18,0.000857,82,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
904,14,0.000692,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
905,14,0.000689,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,46,0.002159,-45,7.105427357601E-14
906,14,0.000683,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000714,86,7.105427357601E-14
907,14,0.000691,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
908,14,0.000703,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
909,14,0.000686,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,35,0.001654,-133,7.105427357601E-14
910,14,0.000686,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
911,14,0.000692,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,79,0.00367,-78,7.105427357601E-14
912,19,0.000916,81,7.105427357601E-14,16,0.000771,84,7.105427357601E-14,282,0.012913,-281,7.105427357601E-14
913,14,0.000684,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
914,14,0.000683,86,7.105427357601E-14,17,0.000817,83,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
915,14,0.000692,86,7.105427357601E-14,14,0.000697,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
916,14,0.000704,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
917,14,0.000688,86,7.105427357601E-14,15,0.00073,85,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
918,14,0.000683,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14,16,0.00079,84,7.105427357601E-14
919,14,0.000685,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
920,14,0.000684,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
921,14,0.000705,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
922,14,0.000689,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
923,14,0.000688,86,7.105427357601E-14,16,0.000768,84,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
924,14,0.000684,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
925,14,0.000686,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000698,86,7.105427357601E-14
926,14,0.000689,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
927,18,0.000868,82,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
928,14,0.000686,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
929,14,0.000697,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,16,0.000799,84,7.105427357601E-14
930,14,0.000686,86,7.105427357601E-14,18,0.000859,-17,7.105427357601E-14,16,0.000789,84,7.105427357601E-14
931,16,0.000779,84,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
932,14,0.000687,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
